,Rate,Comment
10140,5,Supper
10141,5,Awesome 😍 😍 😍 😍 😍 😍 😍 thank you flipkart
10142,5,Totally value for money product with a pretty good build quality and strength. Worth having it.
10143,5,super love it❤️......
10144,5,Great product..value for money..easily hold nikkor 70-300 mm lens with d5600.
10145,5,thanks filpcart . good product.
10146,5,"Too good product guys, height of this tripod is just killer, if you need more height(6 feet). Quality is so good in this price."
10147,5,good product
10148,5,nice product
10149,5,Great good but little cheap quality
10150,5,Very good product and height of this tripod.I Love this product
10151,5,"This tripod is really a good product and can carry a DSLR with lens of weight around 5 kg. Tripod plastic and quality is awesome. I am using this product for indoor and outdoor photography.
I purchased this product @1519 on Big billion day sale offer.
Thanks Flipkart."
10152,5,"good one,easy to carry aftr foldin in bag,easy to rrect nd fold.good black color,"
10153,5,very good product.. and very strong. it was supperbb. 5.7 feet height.
10154,5,"Product is awesome
Height is wow




Very tall one






..."
10155,5,It is nice product
10156,5,nice
10157,5,"Best One In This Range

Thats All"
10158,5,Good quality product 🙂❤️
10159,5,"Everything is great about it, buy tension free"
10160,5,Very nice product
10161,5,Superb quality 👌 Happy 😊 with the product ☺️
10162,5,Good product in this price
10163,5,Amazing
10164,5,Nice product
10165,5,Very nice built quality. Worth for money.
10166,5,Good
10167,5,Very Good
10168,5,Good luck
10169,5,Quality is good. thanks Flipkart to delivered soon
10170,5,Nice Product
10171,5,Best in the market
10172,5,Actually good
10173,5,This product is so lovely that I can't describe it in words.
10174,5,"Awesome products at this price range.... Don't think anything, just go for it... 😍😍😍❤❤❤"
10175,5,"Very good product
Really nice.
Packing also very very good.
Thank you flipkart.
Finally I'm happy."
10176,5,Awesome
10177,5,I like this tripod. Heavy and very smooth. Thts what I wished for
10178,5,"Really its a good product
I am Using this from last 3 years
Am happy with this tripod"
10179,5,Awesome product I loved it
10180,5,Perfect product
10181,5,Amazing one
10182,5,Super
10183,5,Good
10184,5,Nice built... good quality ☺️...need improvement on bag
10185,5,Good quality
10186,5,Good iam happy
10187,5,Very nice
10188,5,Amazing 😍 wow
10189,5,Long and heavy tripod and the built quality is so good.
10190,5,Good quality
10191,5,Nice product
10192,5,Excellent product -Worth it!
10193,5,Good Quility 😍
10194,5,Super.. So Good
10195,5,"beutifull and very good stand
thank you flipkart"
10196,5,Thnku flipkart
10197,5,In first sight it's looks good . I received as I accepting .
10198,5,Nice
10199,5,Unexpected quality totally worth the price amazing ergonomics
10200,5,"Great performance of this item
Just go for it"
10201,5,Good
10202,5,good
10203,5,This tripod works perfectly
10204,5,Really outstanding. The legs are strong
10205,5,Very very good product
10206,5,Good quality 👍
10207,5,Good Product
10208,5,Nice product
10209,5,Quality this perfect
10210,5,Very good product👍👍👍
10211,5,Value for money 🔥❤️
10212,5,Nice one like it
10213,5,Strong and smart product
10214,5,Good product im happy
10215,5,Very good product 🙂
10216,5,Better as aspected
10217,5,Nice products
10218,5,Good quality product in this sagment
10219,5,Good product 👍
10220,5,Nice
10221,5,perfect in this price range.
10222,5,Very nice product
10223,5,Nice product
10224,5,Best
10225,5,"Good product
Excellent quality"
10226,5,"It's amazing, and very good"
10227,5,Heavy useful for camera ..need carry separately becous its big. 2.5 feet.
10228,5,It is awesome 👌👌 Tnq Flipkart
10229,5,Very good
10230,5,I'm satisfied good quality material
10231,5,Good happy😇
10232,5,Best stand in the world
10233,5,Wow I got new tripod it have good quality
10234,5,Awesome product.. Fits perfectly with tripod.. I'm happy😇
10235,5,Good
10236,5,Amazing tripod 🤗🙂
10237,5,Verry verry best
10238,5,I like this Product it's best & super quality
10239,5,Super product
10240,5,best product.
10241,5,Nyce
10242,5,Very nice
10243,5,Totally worth it..
10244,5,It's very nice things for this price
10245,5,Very good quality I am liking so nice so beautiful very very e quality e very nice
10246,5,Very good product thanks Flipkart
10247,5,It's really very good 😊
10248,5,Excellent
10249,5,Good product
10250,5,Nice 👍
10251,5,Excellent product
10252,5,Good
10253,5,Great product
10254,5,"Good product, in this price band,"
10255,5,Nice product 👍
10256,5,Best for low budget high quality material
10257,5,Nice value for money
10258,5,"Great quality and packing… go for it without doubt.

thank you"
10259,5,Good product
10260,5,Wow.. 🕊✨💯
10261,5,Very nice
10262,5,That is very good products
10263,5,Awesome product...
10264,5,Very good product awasome hight and 360 moving properly
10265,5,Amazing product nice build quality and professional
10266,5,Product is good but there should be phone holder
10267,5,Good Product this price
10268,5,Good product
10269,5,Owsm product
10270,5,Best
10271,5,it's good
10272,5,Superb outstanding product
10273,5,Amazing product...tye best tripod i hve ever bought! Trust me!
10274,5,Nice product
10275,5,Best in this price range
10276,5,Super nice product wortheble
10277,5,"Very good product 👌
Good quality"
10278,5,Best quality thanks flipkart
10279,5,Best
10280,5,Super product..... Highly recommended.... For beginners it's Awesome....
10281,5,nice
10282,5,Supb i love it👍👍
10283,5,Osam
10284,5,Nice Product quality
10285,5,Wonderful
10286,5,Good
10287,5,Best product
10288,5,Good one for basic persons and this is good for beginners . main thing is that u can remove the cap and fix to the camera .. but while rotating some vibration will come .. finally it's good for beginners
10289,5,Worthable ✌️🌠🔥.
10290,5,Super product.
10291,5,Awesm Tripot i LOVe This thanks Flipcart
10292,5,Nice
10293,5,Nice
10294,5,Very good
10295,5,Good product.... Thanks Flipkart
10296,5,Fantastic product for this price range. Value for money. Fairly delivered by Flipkart
10297,5,Super
10298,5,Nice good produt always 5 stars
10299,5,Good product I am use and very impressed
10300,5,"Nice product
1 heavy build quietus
2 nice cantrol
3best thing like a profasnal"
10301,5,Nice
10302,5,This tripod is very good condition of syno tripod
10303,5,Very Nice Product..
10304,5,Simply awesome
10305,5,Next level
10306,5,Amazing Product 🙂
10307,5,Good DIGITEK DTR 550 LW Tripod love you product
10308,5,nice product and good
10309,5,Good Quality
10310,5,Good product
10311,5,Superb tripod for youtubers
10312,5,Nice
10313,5,Good
10314,5,this tripod is very good i have bought it its height is very good thank you flipkart team
10315,5,One of the best product ..I like it ❤️
10316,5,Simply go for it and quality ausome
10317,5,Super product
10318,5,"Too good, I received nice product, it's strong tripod, you can shoot your video without any stuff. You can move up n down by scrolling handle.its also provide handle so you can easily carry tripod. Weight capacity of this tripod pretty good & stable. for your mobile you should have mobile hanger. Totally good product thank you Filpcart."
10319,5,Very good product I am happy
10320,5,Really awsome product... It's really light weight so we can carry easily anywhere...its fully original product....Thank you flipkart and Digitek 🙏🏻
10321,5,Good
10322,5,"Flipkart very good service I am very happy😊
Thank you flipkart 🙏🙏"
10323,5,Best item
10324,5,Thnks Team Digitek
10325,5,"Build quality super 🥰
Best tripod under 1500 👍"
10326,5,Best baget tripod
10327,5,Very good quality 👍👍👍
10328,5,Close your eyes and go for it 😍
10329,5,Super
10330,5,Nice product 👌👌👌👌
10331,5,Amazing product again and again
10332,5,Nice
10333,5,Good product
10334,5,Really an awsome product
10335,5,Good product
10336,5,Good
10337,5,Really fully satisfied product 👌🏻👌🏻👌🏻
10338,5,Very nice product 👌
10339,5,Nice 💝
10340,5,Good
10341,5,Very strong
10342,5,Great product.. suitable for all kinds of cameras
10343,5,Very good under this price
10344,5,Verry comfort & Smith worke
10345,5,"Quality is like really great
I really loved it
Recommend to all"
10346,5,"Best buy in this price range, that's all"
10347,5,First they sent a bit damaged product. But I appreciate the return policy. So I could replace the product and got a good product. Now it's working fine. In this range I think it's a good choice.
10348,5,Just ok
10349,5,It's better for continue recordings and very smoothly move any where
10350,5,Very good
10351,5,Very good
10352,5,Super Quality product
10353,5,Good product
10354,5,Good
10355,5,Awesome product and good quality tripod 😊
10356,5,Great
10357,5,Super Product
10358,5,Nice 👍
10359,5,Worth for money I spent
10360,5,"Product is Awesome and come to me with full safety
Thanks Flipkart for this product"
10361,5,Good products
10362,5,Very nice product
10363,5,Super product
10364,5,Value for money
10365,5,Value of money
10366,5,Nice product thanks flipkart for diwali special gift osm product again thanks flipkart
10367,5,Very good product...thank u flipkart for your good service....
10368,5,Good
10369,5,Supar tripod
10370,5,Superb..
10371,5,Great & great
10372,5,Very very good product ❤️
10373,5,Super style
10374,5,SUPER NICE PRODUCT
10375,5,Good quality
10376,5,What a tripod😮😯❤️❤️
10377,5,Good product.........
10378,5,Good
10379,5,Best Product 🤩
10380,5,Nice good quality
10381,5,Nice 👍👍
10382,5,I was so good 👍👍👍
10383,5,Product is awesome within this budget
10384,5,Nice product ❤️
10385,5,Good
10386,5,Very good product..... A must buy
10387,5,Awesome
10388,5,Best tripod ever i seen
10389,5,Nice product
10390,5,Excellent product. Sturdy and lightweight. Easy to carry. Can take load upto 5 kg. I am using Nikon D5300 with 18-300mm lens.
10391,5,Best one which I have ever seen in tripod
10392,5,Cool 😘😘😘
10393,5,Must recommend
10394,5,It's a good product for me and it's work is also good thanks flipkart to help in purchase awesome product
10395,5,Nice product
10396,5,Tripod looks great and the material is also great.
10397,5,As expected
10398,5,Best product
10399,5,Mind blowing
10400,5,"Light weight and easy to handle
Value for money 🙌🏻"
10401,5,Good choice
10402,5,Very good product
10403,5,Nice
10404,5,"Is Good product 🎉
It’s Not bad ✅
Good qltiy 🎭"
10405,5,Strong best quality product in 1100 only 👌
10406,5,Nice Product
10407,5,Very good product sellers are good I love tis tripod
10408,5,Nice product
10409,5,Product was good.. But delivery was delayed
10410,5,Best tripod in this price segment
10411,5,Ok
10412,5,All is good
10413,5,Nice product
10414,5,"WOW WOW WOW
This tripod is sooooo premium!
I didn't even expect a quality like this. The material, the moving parts and everything is too good.
The packaging was so good too!"
10415,5,Best Tripod
10416,5,Very good product. Thank you Flipkart
10417,5,Value of money
10418,5,"It is wonderful tripod with 6 feet height , which is enough for video shooting .. this tripod is super strong .. quality product by digitek."
10419,5,Nice product with a bag and good quality in this price range nice
10420,5,I m happy with this product
10421,5,Awesome
10422,5,Veryyyyy niceeee stand
10423,5,Very nice products
10424,5,Value for money product
10425,5,"Best product fully satisfied, buyers go with this product 👍"
10426,5,Very good quality
10427,5,best delivery and ite item is too much best...
10428,5,Built quality is amazing
10429,5,This product is amazing
10430,5,"Very very product.
Worthy to buy."
10431,5,Its worthy product at Rs.1099. I'm happy. Its lightweight not heavy. Nice product digitek
10432,5,Excellent product
10433,5,"Worthy....
Build quality level is soooo high
Greater than any..."
10434,5,This product is very good and great product thank you Flipkart
10435,5,Great 🎉🎉
10436,5,Nice product but meine Kuch zyada expect kiyatha 🙂
10437,5,"Great for a beginner who is aiming for professional photography. Sturdy, has a good maximum height and is easy to use. But for someone who wants to use it for casual uses during travelling, it might be a bit heavy and large in size and it might take some time to get used to carrying it around along with a camera."
10438,5,Very nice product 👍🏻👍🏻
10439,5,Amazing it's only for professionals🔥
10440,5,Brilliant quality in this product price
10441,5,Very good
10442,5,Super ❤️
10443,5,HELLO IF YOU ARE BUYING THIS BUY THIS PRODUCT IS VERY VERY GOOD PRODUCT 👍 I SEE ITS TO GOOD 👍 IF YOU ARE BUYING BUY THIS MAST ..! I AM SO SO HAPPY WITH THIS PRODUCT 😊 THANKS FLIPPART 😊
10444,5,Too good product
10445,5,Super Quality. Must buy. 👍🏻👍🏻👍🏻👍🏻
10446,5,Good good
10447,5,Supper
10448,5,Good quality
10449,5,The quality of tripod is actually osm..this is my second tripod of digitek ✌🏻✨💫
10450,5,Nice tripod osm no dout thankyou Flipkart and thankyou seller 😘
10451,5,Low price nice product
10452,5,"Nice one,loved it"
10453,5,Value For Money
10454,5,"Nice product material is good
Perfect package which gets me the material as it’s shown in pic"
10455,5,Amazing love it❤
10456,5,Very good product
10457,5,Nice Product.
10458,5,Super
10459,5,Yes quiet useful
10460,5,Best best best
10461,5,Superb product for my profession Thank you Flipkart
10462,5,Nice product
10463,5,"Though itt is meant for camera,I bought it for mobile and its quality is far better than those meant for mobiles.It's hardy and beautiful though it takes a little more space."
10464,5,Amazing
10465,5,Very nice I liked tripod very nice
10466,5,Very nice product and very strong very height and beautiful
10467,5,Nice
10468,5,Exllent product
10469,5,This Product is great
10470,5,Nice product
10471,5,Awesome produy best for all DSLR CAMERA 📸
10472,5,Very nice product
10473,5,SUPER
10474,5,Nice product 👌👌👌
10475,5,Good
10476,5,"Osm product,, I'm happy to buy this item 😊👍👌"
10477,5,Best
10478,5,"It's a great product...❣️❣️
Love to use it...
Durable quality and
Easy to use..
Helpful product"
10479,5,Nice
10480,5,very nice stand
10481,5,Perfect tripod and value for money.
10482,5,Best Indian brand Tripod
10483,5,Good
10484,5,Good
10485,5,Very good one. Can use for a 8 feet man also👌👌 Very good quality. Realy worth
10486,5,Superb quality
10487,5,VARRY GOOD
10488,5,Cheap and best tripod....dont purchase if u require for video shooting..not fluidic movement..best for photography
10489,5,Super 😗
10490,5,Very Good Quality product. I am Fully Satisfied With This Product 😊 Osom Experience
10491,5,I'm very satisfied this product Value for money..
10492,5,Best Indian brand Tripod
10493,5,Good
10494,5,Good
10495,5,Very good one. Can use for a 8 feet man also👌👌 Very good quality. Realy worth
10496,5,Superb quality
10497,5,VARRY GOOD
10498,5,Cheap and best tripod....dont purchase if u require for video shooting..not fluidic movement..best for photography
10499,5,Super 😗
10500,5,Very Good Quality product. I am Fully Satisfied With This Product 😊 Osom Experience
10501,5,I'm very satisfied this product Value for money..
10502,5,Super
10503,5,Good experience with Flipkart..
10504,5,Super 💯
10505,5,Very good product
10506,5,Very nice product
10507,5,Good
10508,5,Good
10509,5,Love it
10510,5,Best
10511,5,"I really love the prduct ,durable, extend height is good. Good quality"
10512,5,Very good product it's really good
10513,5,Exllent product and so attractive
10514,5,All time favorite digitek ...
10515,5,good product
10516,5,Very good product
10517,5,Superb...
10518,5,Best product
10519,5,Good product
10520,5,This Tripod quality is very good
10521,5,Good
10522,5,Good Quality
10523,5,Awesome tripod go for it. 💯
10524,5,It's just amazing built quality for 3000gm dslr. Thanks flipkart. I m using nikon D7000 with 70-300nm lens for wildlife photography.
10525,5,"No nonsense tripod.
Very sturdy, feels solid, easy to handle. Amazing purchase"
10526,5,Decent product
10527,5,It's a very good instrument for using camera
10528,5,Worth of money...
10529,5,Very good product
10530,5,Good products
10531,5,Awesome product. Worth for the money.
10532,5,Awesome mind blowing product
10533,5,Very good tripod... Nice product. .
10534,5,Super quality tripad
10535,5,"This tripod is beast 🔥🔥⚡⚡ Material Quality Also Very Good and Best Tripod For Youtubers , I will Recommend this For Youtubers...Op Tripod"
10536,5,Best quality for the price. Awesome
10537,5,Best tripod ever
10538,5,Setisfy
10539,5,"Awesome, quality in such a low rate must buy product."
10540,5,Very nice tripod .
10541,5,Good
10542,5,Super product ♥️♥️
10543,5,BEST PRODUCT FROM FLIPKART NOT DAMAGE NOT ANY PROBLEM BEST PRODUCT IN 1499 RS WITH ACTION PRO MOBILE HOLDER FOR MOBILE SHOOT!!
10544,5,Very good
10545,5,Good
10546,5,Good
10547,5,This product is most valuable. quality is too good i am very satisfied. i love this product.
10548,5,Digitech is always best and this is genuine product.
10549,5,Superb fabulous
10550,5,Thanks for this
10551,5,Nice product
10552,5,Good
10553,5,Osm product 👌👌👌🔥🔥but this product not adden mobile holder 😭😭😭
10554,5,Thankyu for fast service
10555,5,Excellent tripod for beginners
10556,5,Nice
10557,5,tripod is awesome n quality is too good love it
10558,5,Awesome ❤️
10559,5,Highly recommended at this price range
10560,5,Super l am satisfied
10561,5,Value for money.
10562,5,Good product and quality is best
10563,5,Awesome 👍👍👍👍👍
10564,5,Good quality ??
10565,5,Good quality
10566,5,Lovely
10567,5,Goob not bad
10568,5,Good quality
10569,5,Best quality
10570,5,Good
10571,5,Super quality.. good.. very much satisfied with the product.. thank you flip cart
10572,5,Very good product 👍
10573,5,Good
10574,5,Useful for camera
10575,5,Very good worth money
10576,5,Very nice Tripod
10577,5,Outstanding
10578,5,Perfect💯💯
10579,5,"Strong and sterdy.
The only drawback I felt is there must be a bubble level checker for the stand (not only the holder)."
10580,5,Okey
10581,5,Very good
10582,5,Good
10583,5,Great product
10584,5,Nice prodect good quality
10585,5,Accelent product
10586,5,Very good tripode
10587,5,Nice product and this product is valuable for money
10588,5,Superb product
10589,5,Very nice 👍👍
10590,5,Good Quality Product.. Full aluminum..
10591,5,Good product
10592,5,Perfect for DSLR
10593,5,One time investment..Go for it guys
10594,5,nice one
10595,5,Best trypod 😍😍and hight quality super..... Awesome
10596,5,Nice product love it 😊
10597,5,It's really nice product
10598,5,Nice product
10599,5,Packing is good
10600,5,Thank you flipkart for the awesome product 😊
10601,5,Good and reliable product 👍
10602,5,nice!
10603,5,Best product
10604,5,Very good 👍👍
10605,5,Best product
10606,5,Awesome product.. Just go for it.
10607,5,A very nice and cool product. I love it. The structure is awesome and all the things work well.
10608,5,Cool
10609,5,I loved it. I make youtube video that's why I purchased it. It's amazing.
10610,5,Awesome Tripod.
10611,5,Best quality
10612,5,Good product woth your money
10613,5,"Plz purchase now
Good product ??"
10614,5,Awsome product thx flipcart❤❤
10615,5,Don't hesitate.. Just buy.
10616,5,Super quality product
10617,5,"Nice Womenderful Product Big size best smartphone and DSLR Camera Tripod Under 1500 Good Quality materil and Faster Delivery With in 2day
thankyou Flipkart"
10618,5,A very nice product
10619,5,Perfect
10620,5,Good product
10621,5,Nice tripod..🙂👍
10622,5,Gud
10623,5,Superb prdct....no damge till 1 year...🥰
10624,5,Very nice product
10625,5,"Very amazing product 😍,I loved it very much,must buy it, Its very large and strong tripod .Same as product as shown in pic"
10626,5,Very strong and durable. Good support and well delivered
10627,5,"Very nice and sturdy product, it's made of heavy metal, and can hold pretty much good weight,
Good quality,
Best for the price
Recommended"
10628,5,Best quality this is a best stand for dslr
10629,5,Good exhalent
10630,5,Average Good
10631,5,Excellent
10632,5,Good👍
10633,5,Good
10634,5,This item very super
10635,5,good qwality this product
10636,5,Very good and nice for every use. Hardy material.
10637,5,Best products.....
10638,5,"Used for a week now...
Built quality is nice and it is sturdy too...
Useful for mobile and light weight cameras...
Value for money.."
10639,5,Worth full
10640,5,As I was expected. Very good quality product go for it
10641,5,Using alpha 6400 on this... this is perfect.. no need to search here and there... if you are on your journey till utmost professionalism... this is for you
10642,5,Awesome n durable tripod
10643,5,Good
10644,5,Best tripod
10645,5,Good
10646,5,"It's really V.very good , I am so happy , It's quality is also V.very good , many functions are given in this thanks flipkart thank you so much"
10647,5,Nice
10648,5,Nyc quality.
10649,5,Value for money and best price ever
10650,5,Excellent quality value for money
10651,5,Very nice stand
10652,5,Very good 👍
10653,5,Excellent product
10654,5,So good and love it
10655,5,EXCELLENT IN QUALITY
10656,5,Nice quLity good for homely and professtional use can carry any where
10657,5,product quantity v good for the amount. I like this
10658,5,"Very good product, well satisfied"
10659,5,AWESOME
10660,5,Nyz product
10661,5,Excellent product
10662,5,Nice products
10663,5,Good product
10664,5,Good products
10665,5,Really this amazing . 😍😍
10666,5,Amazing 🤩❣️
10667,5,I like that tripod
10668,5,Very nice product ☺️👍
10669,5,Very good product for beginners 👍👍
10670,5,Quality is good
10671,5,"Very good tripod, tripod stands are very strong. I have got a good choice."
10672,5,Good quality
10673,5,"Sturdy, strong and perfect as per the budget"
10674,5,"I simply love this tripod, I ordered but the product came with scratches on it seems like used but then thanks to Flipkart they exchanged my tripod and sent a new one.. so happy with this purchase."
10675,5,"Op product
Very very very nice 👍👍
Good and strong 💪💪"
10676,5,Good item
10677,5,Best quality product .
10678,5,Good product 🌹🌹🌹
10679,5,Good produ t
10680,5,Built quality like a Tank❤👌 Go for it
10681,5,Very nice tripod stand purchase and use it.🥰
10682,5,awesome
10683,5,Nice product amazing quality
10684,5,Osm
10685,5,As expected...
10686,5,Best quality
10687,5,Good
10688,5,All possible angles and rotation are possible in this
10689,5,"Light waight product, Nice working"
10690,5,Waooo super ! Good delivered
10691,5,Very very very nice product
10692,5,Very good I fully satisfied with this....
10693,5,Spr worth for money
10694,5,Very good product
10695,5,Nice product ☺️
10696,5,Good product 👍
10697,5,Perfect
10698,5,Osm Quality Tripod
10699,5,This product is very superb ...valuable product I love this product thanks for Flipkart
10700,5,awesome
10701,5,Super
10702,5,Awesome
10703,5,Super
10704,5,"Nice product, after using 4 month I have no issue.
Suitable for my Nikon d5600 camera with 70-300 zoom lens"
10705,5,Good
10706,5,Best product
10707,5,The product is quite awesome ... mobile holder is missing in this product .. still I give it 5 stars .. kindly add the missing part ...
10708,5,Super good quality
10709,5,Better to spend more and get a good product. Good quality product for a decent price.
10710,5,Good
10711,5,Good product
10712,5,Goodgood
10713,5,It's very nice product qnd very useful thanx flipkart❤️❤️❤️👍
10714,5,Nice product
10715,5,Excellent product and thanks fk
10716,5,Good stable tripodi use mostly for mobile and it's very stable and good
10717,5,Budget tripod for beginners . good build quality.not good for videos.good with cannon eosrp.
10718,5,"I felt.. This is the best one for this price... High quality
Fast delivering. one minus is you need to buy mobile holder seperately. totally I am happy with is tripod."
10719,5,Excellent product .. heavy and sturdy
10720,5,under 2k best tripod
10721,5,Super duper hit blockbuster
10722,5,Good😍
10723,5,Nice
10724,5,Nice
10725,5,Good product
10726,5,Excellent
10727,5,Ok
10728,5,Valuable
10729,5,Nice products
10730,5,Nice product
10731,5,Nice 👌 good quality 👌 value for money
10732,5,"Nice executive
Nice tripod"
10733,5,NYC
10734,5,Super Quality product receive today after replacement 🙂😊
10735,5,Phenomenal!!!
10736,5,Build quality superb...
10737,5,Durable. Worthy of cost.
10738,5,Excellent product
10739,5,Good product and Good build quality I'm happy this product thanks
10740,5,Good
10741,5,Awesome quality
10742,5,Very good product
10743,5,Awesome product 👍👍👍👍👍
10744,5,Best product
10745,5,Good Product..Fully Satisfied ♥️
10746,5,Excellent
10747,5,Nice
10748,5,Very good I am happy
10749,5,Nice product
10750,5,Great product
10751,5,Very Impressive product love it
10752,5,Nice product
10753,5,Best
10754,5,"Outstanding Wonderful Mindblowing Superb Product
Loved It

Blessings Forever God Bless You All
Thanks a Billion Flipkart Team🥰🙌🏻🙌🏻🙌🏻🙏🏻🙏🏻❤❤"
10755,5,irs amazing
10756,5,Very good products
10757,5,Awesome Product Guys value for money and you must buy it
10758,5,Nice
10759,5,Very nice 👍
10760,5,Very nice and premium product
10761,5,"Must buy
Quality product @ affordable price
Fast and safe delivery,
Thank you flip kart"
10762,5,this trypod is very nice
10763,5,Good product👌
10764,5,"The quality of product is nice
Very good product
HAPPY WITH THAT"
10765,5,Good pro......
10766,5,Must have equipment
10767,5,Full Review On Techno Pritam channel
10768,5,Very good
10769,5,Really awesome ❤️❤️👌👌
10770,5,Super duper quality
10771,5,Good product
10772,5,Good product best quality 👍
10773,5,Very good product
10774,5,Nice 👍👏Amazing😍
10775,5,Very good product
10776,5,awesome product
10777,5,Super
10778,5,Its great
10779,5,Good
10780,5,"Great product, thx flipcart"
10781,5,Nice 1
10782,5,Awesome
10783,5,Gud
10784,5,Awesome
10785,5,Good quality product
10786,5,Very nice product and cost is cheap.
10787,5,"Awsm product, as I heard, found same"
10788,5,Good
10789,5,Bst
10790,5,Great
10791,5,Very nice 👌👍supar
10792,5,Super 👌👌👌
10793,5,Super fast delivery by Flipkart. The tripod is too good. Very easy to use. The carry bag strip does not have enough length to adjust while carrying on shoulder. so some correction can be made there. The weight is little more than 1.2 kgs. Shot my timelapse using this and it was stunning. Will use in Darjeeling tea garden for timelapse. Total height after extending the neck is around 6 feet.
10794,5,Nice Hight
10795,5,"No 1 Tripod
Excellent Products"
10796,5,Nice product
10797,5,Nice product 👍.
10798,5,Good product 👍
10799,5,Nice product must buy
10800,5,Quality as expected... Awesome product...stability and built quality pretty awesome..valu for money at this range....
10801,5,Super
10802,5,Very good product
10803,5,Very good product..
10804,5,A very good product.
10805,5,"Osm
Oll in one"
10806,5,Good quality product
10807,5,Good
10808,5,Good product
10809,5,Good
10810,5,Very nice
10811,5,Best quality in affordable price.I loved it.
10812,5,Super
10813,5,Good
10814,5,Fabulous
10815,5,Nice and heavy.... Go for it
10816,5,Amazing 😁😁😁😁
10817,5,Nice
10818,5,Perfect
10819,5,Its just a awesome product. Dont thik as soo much.. go for it. Its very classy look.
10820,5,Good tripod
10821,5,"Nice product,hight is too long"
10822,5,"Amazing tripod , just for it .VALUE FOR MONEY"
10823,5,Super tripod and 5.57 feets and wow 👏 😍 I love the tripod name DTR 550 LW TRIPOD Super Super Super For YouTube And Tik Tok . I love the box and tripod I am saying its so super and super and ok bye FlipKart ...
10824,5,I am very happy
10825,5,"Nice Heavy Product
Value Of Money"
10826,5,Very good product super
10827,5,Nice product
10828,5,Mast tripod
10829,5,Nice
10830,5,Awesome quality and priceworthy product.
10831,5,nyc n very good quality on this price range
10832,5,good
10833,5,It's really good product
10834,5,Good quality
10835,5,It is most beautiful product
10836,5,Good product
10837,5,BEST TRIPOD FOR PROFESSIONAL WORK. QUALITY IS VERY GOOD. ALSO IT CAN TURN INTO 360°. ALSO U CAN SHOOT IN VERTICAL MODE.
10838,5,I liked ❤️
10839,5,Its perfect.. Loving it
10840,5,Great product
10841,5,Clean product. I am using it with my canon 200D for past 1month and happy with it
10842,5,Nice product build quality very nice
10843,5,Excellent Product I Am So Happy---- flipcart
10844,5,Awesome product 👍👍
10845,5,"Nice product, Highly recommend, light weight & heavy carrying capacity"
10846,5,Good
10847,5,"Nice product
And it's good for beginner youtubers.👍
Thanks to flipkart 🙏"
10848,5,Nice Product
10849,5,she is very good but one problem not monopad
10850,5,Good quality Bina soche purchase kro...
10851,5,Good
10852,5,nice product
10853,5,Superb Build Quality
10854,5,At these price point this is awsm deal❤
10855,5,This Thing is Amazing. It Comes with a Portrait Mount Also ....Worth 🥰💜💜✨
10856,5,next level
10857,5,"Metallic body with perfect height, GREAT Built."
10858,5,Very nice and good product
10859,5,Nice
10860,5,"H
Nice"
10861,5,Best tripod in 1400 fantastic
10862,5,It's a very nice product. It's very hard and sturdy. It's height is almost 6 feet. But the problem is the screw that given to hold the DSLR is not good. It's fitting is loose. Otherwise the product is best
10863,5,Best
10864,5,Good product
10865,5,Just wow... 5 out 5 🤩🤩...Maximum Hieght almost 6 ft ... Build quality Excellent.. Really love this product ❤️
10866,5,Awsome product and really easy to use
10867,5,good
10868,5,Nice quality
10869,5,Good Product
10870,5,"Very nice , low weight ,easy to handle, i liked it very much , best in this budget"
10871,5,"I used it as my plein air tripod or easel.
Too heavy and strong."
10872,5,Nice product build quality Good❤️❤️
10873,5,Awesome product 👌
10874,5,Really build quality is good and light weight product and also full featured
10875,5,high quality
10876,5,"Soo here is my honest review regarding this tripod.
First i wanted to thank flipkart for soo fast delivery of this tripod, i got this tripod on my hands within 18 hours after ordering it.
Second, the quality(build quality)of the tripod is pretty well. The legs of the tripod are made of aluminum and some parts are made of plastic, it is a sturdy tripod i can easily trust on this tripod that it can carry the load of my camera and i can possibly create a whole lot of videos and capture photos."
10877,5,Good quality
10878,5,Good product
10879,5,It's just asm
10880,5,I am very very happy Flipkart 😄 I love Flipkart
10881,5,Just wow
10882,5,Very good nice product and good service from flipkart
10883,5,"Quality - good
Look - good
Compatibility - good
Price - good
Overall Very nice Product....
I'm Happy with the Product 😌😌😌"
10884,5,Good product
10885,5,"A light weight product, very easy to carry and use. Flexible to move it wen camera is fixed as well."
10886,5,Best
10887,5,Just one word Amazing...
10888,5,Best tripod ❤️
10889,5,Wonderful Product 👌👌👌👌
10890,5,"High quality tanku flipkart
Amazing
The legs are super quality"
10891,5,Nice product in this price
10892,5,Super
10893,5,Nice
10894,5,"Excellent product, worth for money👍"
10895,5,Nice product.. Good build in quality.. Good for you tube.
10896,5,Go go go
10897,5,Good guyalti
10898,5,Such a Nyc Quality
10899,5,"Amazing product 🤟🏻
Quality is more than expected"
10900,5,Very good product
10901,5,Excellent delivery service
10902,5,Must buy
10903,5,Excellent go for it
10904,5,Awesome I'm very satisfied
10905,5,Superbbbbbb quality
10906,5,Awesome
10907,5,Strong 💪 💪 💪 tripod
10908,5,Excellent product
10909,5,Supurb h
10910,5,Best in class
10911,5,Nice colity.....I like this product
